drug	genes	question	answer	incorrect_recommendations	concurring_recommendation	llm_answer	bert_score_precision_llm_vs_ref	bert_score_recall_llm_vs_ref	bert_score_f1_llm_vs_ref	bert_score_precision_llm_vs_concurring	bert_score_recall_llm_vs_concurring	bert_score_f1_llm_vs_concurring	oai_embedding_llm_vs_ref	oai_embedding_llm_vs_concurring	oai_embedding_llm_vs_counterfactual	negation_mpnet_llm_vs_ref	negation_mpnet_llm_vs_concurring	negation_mpnet_llm_vs_counterfactual	base_mpnet_llm_vs_ref	base_mpnet_llm_vs_concurring	base_mpnet_llm_vs_counterfactual	roberta_llm_vs_ref	roberta_llm_vs_concurring	roberta_llm_vs_counterfactual	gte_llm_vs_ref	gte_llm_vs_concurring	gte_llm_vs_counterfactual	gpt4_llm_vs_ref
sevoflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is Uncertain Susceptibility for RYR1 and No Result for CACNA1S with regards to taking sevoflurane? Give a 2-3 sentence summary.	"No CACNA1S genotype is available. Based on RYR1 status, clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants."	"['Avoid sevoflurane. Take an alternate therapy.', 'Take sevoflurane with a reduced dose.', 'Take sevoflurane with an increased dose.']"	Proceed taking sevoflurane as normal. There is no recommendation.	"The clinical guidance for a patient with ""Uncertain Susceptibility"" for RYR1 and ""No Result"" for CACNA1S regarding the use of sevoflurane would be to proceed with caution. Since RYR1 mutations are associated with increased risk for malignant hyperthermia and they have uncertain susceptibility, it is advisable to consult a specialist in genetic counseling or a clinical pharmacologist before administration. Alternatively, consideration of non-triggering anesthetic agents might be prudent."	0.106283516	0.25353318	0.17823532	tensor(-0.0952)	tensor(0.3603)	tensor(0.0946)	0.6921321346784620	0.5642463457274490	0.4029857316783650	0.64679265	0.5024551	0.39698383	0.7084519	0.55409425	0.29812968	0.6366246	0.49716157	0.28996712	0.7421387	0.545138	0.3836446	0
sevoflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is No Result for RYR1 and Uncertain Susceptibility for CACNA1S with regards to taking sevoflurane? Give a 2-3 sentence summary.	"No RYR1 genotype is available. Based on CACNA1S status, clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants."	"['Avoid sevoflurane. Take an alternate therapy.', 'Take sevoflurane with a reduced dose.', 'Take sevoflurane with an increased dose.']"	Proceed taking sevoflurane as normal. There is no recommendation.	"For a patient with no results for RYR1 and uncertain susceptibility for CACNA1S regarding sevoflurane, clinical guidance generally involves exercising caution. Given the uncertain genetic risk for malignant hyperthermia (MH), it is advisable to consider alternative anesthetic agents that do not trigger MH, or to conduct comprehensive preoperative evaluations and ensure close monitoring during anesthesia if sevoflurane must be used."	0.12680073	0.2380232	0.18249068	tensor(-0.0307)	tensor(0.3463)	tensor(0.1330)	0.6927044240278540	0.5891286858308510	0.4206143185415410	0.7100051	0.52672654	0.39011076	0.6322709	0.46649203	0.2960167	0.513862	0.48180014	0.33132276	0.7482232	0.559695	0.38429147	0
simvastatin	SLCO1B1	What would be the clinical guidance for someone who is Increased Function for SLCO1B1 with regards to taking simvastatin? Give a 2-3 sentence summary.	Prescribe desired starting dose and adjust doses based on disease-specific guidelines.	"['Avoid simvastatin. Take an alternate therapy.', 'Take simvastatin with a reduced dose.', 'Take simvastatin with an increased dose.']"	Proceed taking simvastatin as normal. There is no recommendation.	"Individuals with increased function of the SLCO1B1 gene typically have enhanced hepatic uptake of simvastatin, which may lead to lower plasma concentrations of the drug. Clinical guidance suggests standard dosing of simvastatin for these individuals, as they are generally at a lower risk for simvastatin-induced myopathy due to the expedited clearance of the drug from the bloodstream. Nonetheless, routine monitoring remains important to ensure therapeutic efficacy and safety."	-0.08905601	0.10524146	0.0028366016	tensor(-0.0609)	tensor(0.2965)	tensor(0.0921)	0.34498956997102300	0.5484925262718390	0.37105978009374300	0.45667198	0.53664505	0.42194787	0.4109932	0.6630943	0.36107668	0.32021713	0.5087208	0.38846934	0.5323694	0.55764425	0.63806295	1
simvastatin	SLCO1B1	What would be the clinical guidance for someone who is Normal Function for SLCO1B1 with regards to taking simvastatin? Give a 2-3 sentence summary.	Prescribe desired starting dose and adjust doses based on disease-specific guidelines.	"['Avoid simvastatin. Take an alternate therapy.', 'Take simvastatin with a reduced dose.', 'Take simvastatin with an increased dose.']"	Proceed taking simvastatin as normal. There is no recommendation.	"For a patient with Normal Function (homozygous for the SLCO1B1*1 allele) of the SLCO1B1 gene, standard dosing of simvastatin is typically appropriate. Patients with this genotype have standard levels of the SLCO1B1 transporter protein, which facilitates normal uptake of simvastatin into the liver and reduces the risk of adverse effects such as myopathy. Therefore, no special dosage adjustments are generally required based on their SLCO1B1 status."	-0.1399005	0.14101224	-0.013699814	tensor(-0.1416)	tensor(0.2582)	tensor(0.0280)	0.38197784913199300	0.573586691308155	0.37105978009374300	0.52081025	0.45755735	0.42194787	0.49672538	0.6851013	0.36107668	0.41200635	0.52284485	0.38846934	0.41371742	0.5506756	0.63806295	1
simvastatin	SLCO1B1	What would be the clinical guidance for someone who is Indeterminate for SLCO1B1 with regards to taking simvastatin? Give a 2-3 sentence summary.	No recommendation	"['Avoid simvastatin. Take an alternate therapy.', 'Take simvastatin with a reduced dose.', 'Take simvastatin with an increased dose.']"	Proceed taking simvastatin as normal. There is no recommendation.	"If a patient is Indeterminate for SLCO1B1 genotype regarding simvastatin use, it means there is insufficient information to predict their risk of simvastatin-associated myopathy based on their SLCO1B1 status alone. Clinical guidance typically suggests that these patients can be prescribed simvastatin at standard doses, but clinicians should monitor for signs of myopathy and consider dose adjustments or alternative statins if symptoms develop."	-0.23540668	0.0020419664	-0.12708724	tensor(-0.0540)	tensor(0.3788)	tensor(0.1141)	0.24155251473836000	0.5651305196261120	0.2567276218623100	0.12950343	0.5524772	0.19626938	0.057851985	0.56403166	0.08749134	-0.02296264	0.39412558	0.10325783	0.2280758	0.5275823	0.4805333	0
simvastatin	SLCO1B1	What would be the clinical guidance for someone who is Possible Decreased Function for SLCO1B1 with regards to taking simvastatin? Give a 2-3 sentence summary.	"Prescribe an alternative statin depending on the desired potency (see Figure 1 of PMID: 35152405 for recommendations for alternative statins). If simvastatin therapy is warranted, limit dose to <20mg/day."	"['Proceed taking simvastatin as normal. There is no recommendation.', 'Take simvastatin with a reduced dose.', 'Take simvastatin with an increased dose.']"	Avoid simvastatin. Take an alternate therapy.	"Individuals who are classified as Possible Decreased Function for the SLCO1B1 gene variant may have an increased risk of simvastatin-induced myopathy. Clinical guidelines suggest considering alternative statins such as pravastatin or rosuvastatin, or using a lower dose of simvastatin while monitoring for symptoms of myopathy. It is crucial to tailor therapy based on individual risk factors and clinical response."	0.058951158	0.097914696	0.08083607	tensor(-0.0194)	tensor(0.4365)	tensor(0.1621)	0.6644392456333820	0.6135695707753280	0.6872677154294960	0.67735016	0.64605385	0.73131627	0.6517329	0.6684123	0.7963201	0.46330032	0.5458718	0.57501906	0.5525537	0.6472606	0.6128454	1
streptomycin	MT-RNR1	What would be the clinical guidance for someone who is increased risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking streptomycin? Give a 2-3 sentence summary.	Avoid aminoglycoside anitbiotics unless the high risk of permanent hearing loss is outweighed by the severity of infection and lack of safe or effective alternative therapies.	"['Proceed taking streptomycin as normal. There is no recommendation.', 'Take streptomycin with a reduced dose.', 'Take streptomycin with an increased dose.']"	Avoid streptomycin. Take an alternate therapy.	"Individuals with a pathogenic variant in the MT-RNR1 gene are at increased risk for aminoglycoside-induced hearing loss, including from streptomycin. Clinical guidance typically recommends avoiding streptomycin and other aminoglycosides in these patients to prevent potential ototoxicity. Alternative antibiotics should be considered to mitigate this risk."	0.14203067	0.14453305	0.1458042	tensor(-0.0844)	tensor(0.1807)	tensor(0.0266)	0.6890993653057410	0.5254747261828610	0.4361742156686380	0.7075945	0.5888022	0.5839129	0.72391015	0.58068115	0.53661996	0.7557964	0.45877966	0.46000788	0.6427115	0.60650676	0.5538775	1
streptomycin	MT-RNR1	What would be the clinical guidance for someone who is normal risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking streptomycin? Give a 2-3 sentence summary.	Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance.	"['Avoid streptomycin. Take an alternate therapy.', 'Take streptomycin with a reduced dose.', 'Take streptomycin with an increased dose.']"	Proceed taking streptomycin as normal. There is no recommendation.	"For individuals with normal risk of aminoglycoside-induced hearing loss associated with the MT-RNR1 gene, there are no special precautions required when prescribing streptomycin beyond the standard clinical guidelines. However, it remains essential to monitor for signs of ototoxicity during and after treatment, as aminoglycosides are broadly associated with a risk of hearing loss. Regular auditory assessments may be advised as a precautionary measure."	0.04052378	0.1798776	0.10895565	tensor(-0.1084)	tensor(0.1748)	tensor(0.0191)	0.6588342952604320	0.6065688708013830	0.47539959383112900	0.6040859	0.6434551	0.55190474	0.6984831	0.6278819	0.5641262	0.7268368	0.5173309	0.48491383	0.6308985	0.54865164	0.590404	1
streptomycin	MT-RNR1	What would be the clinical guidance for someone who is uncertain risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking streptomycin? Give a 2-3 sentence summary.	Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance.	"['Avoid streptomycin. Take an alternate therapy.', 'Take streptomycin with a reduced dose.', 'Take streptomycin with an increased dose.']"	Proceed taking streptomycin as normal. There is no recommendation.	"For individuals with uncertain risk of aminoglycoside-induced hearing loss related to the MT-RNR1 gene, it is recommended to avoid the use of aminoglycosides, including streptomycin, when possible. If aminoglycoside treatment is deemed necessary, genetic counseling and MT-RNR1 genetic testing should be considered to better assess the risk and guide clinical decision-making."	0.036838148	0.13591352	0.08707351	tensor(-0.1267)	tensor(0.2071)	tensor(0.0196)	0.6106941905649380	0.4942122038912060	0.47539959383112900	0.5318805	0.62034416	0.55190474	0.64598876	0.53192574	0.5641262	0.67310953	0.4685172	0.48491383	0.56722295	0.47802815	0.590404	0
succinylcholine	RYR1;CACNA1S	What would be the clinical guidance for someone who is Uncertain Susceptibility for RYR1 and Malignant Hyperthermia Susceptibility for CACNA1S with regards to taking succinylcholine? Give a 2-3 sentence summary.	"Halogenated volatile anesthetics or the depolarizing muscle relaxant succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS."	"['Proceed taking succinylcholine as normal. There is no recommendation.', 'Take succinylcholine with a reduced dose.', 'Take succinylcholine with an increased dose.']"	Avoid succinylcholine. Take an alternate therapy.	Individuals with uncertain susceptibility for RYR1 and malignant hyperthermia susceptibility for CACNA1S should avoid the use of succinylcholine due to the heightened risk of triggering malignant hyperthermia. Alternatives to succinylcholine and other known triggering agents should be considered to ensure patient safety during anesthesia.	0.2034925	0.14156985	0.17424566	tensor(-0.0002)	tensor(0.3242)	tensor(0.1338)	0.7309259603740580	0.5820525995687410	0.5006740955787050	0.79012996	0.6158746	0.55130637	0.8185334	0.55681276	0.46792105	0.72073567	0.51697433	0.48707622	0.6803871	0.5744022	0.5373941	1
succinylcholine	RYR1;CACNA1S	What would be the clinical guidance for someone who is No Result for RYR1 and Malignant Hyperthermia Susceptibility for CACNA1S with regards to taking succinylcholine? Give a 2-3 sentence summary.	"Based on CACNA1S status, halogenated volatile anesthetics or the depolarizing muscle relaxant succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS."	"['Proceed taking succinylcholine as normal. There is no recommendation.', 'Take succinylcholine with a reduced dose.', 'Take succinylcholine with an increased dose.']"	Avoid succinylcholine. Take an alternate therapy.	"For individuals with ""No Result"" in RYR1 and ""Malignant Hyperthermia Susceptibility"" (MHS) in CACNA1S, clinical guidance typically advises caution. Succinylcholine use is contraindicated in patients suspected or confirmed to be at risk for MHS, as it can trigger severe reactions. Given the positive MHS result for CACNA1S, alternative agents should be considered to avoid malignant hyperthermia risk. Always consult with a specialist for personalized advice."	0.24726664	0.3079591	0.2790925	tensor(-0.1229)	tensor(0.3474)	tensor(0.0532)	0.7766606641016230	0.5513791339983120	0.4951781130922270	0.8509736	0.57477957	0.5973257	0.7997977	0.56856287	0.44043863	0.7563948	0.50614625	0.4789548	0.8214358	0.58617705	0.5404216	1
